name,total_cost,central_share,state_share,planned_fhtc,parent_smtid,old_scheme_id,IMIS id
RETROFITTING OF BARPUKHURI T.E. PIPED WATER SUPPLY SCHEME,3416600,3074900,341700,72,3033,28087,
RETROFITTING OF BARPULLA DOICHAPARA PWSS,3395300,355800,339500,310,5679,31225,
RETROFITTING OF BARSANGAN GRANT W/S/S,4607900,4147100,460800,380,5703,22397,
RETROFITTING OF BARSIL PWSS,2682800,2414500,268300,162,5686,31937,
Retrofitting of Baruah Doloni PWSS,2900000,2479500,275500,0,1278,28105,8141619
RETROFITTING OF BARUAJANI PWSS,2130400,1917300,213000,274,2356,31754,
Retrofitting of Barunguri bilpar PWSS,2306600,2075900,230700,230,7874,32070,
RETROFITTING OF BATAKUCHI PWSS,3182500,2864300,318300,178,1851,31210,
Retrofitting of Batamari PWSS,894900,847800,94200,226,2624,30956,7445812
RETROFITTING OF BATHAN PWSS,2935500,2642000,293600,309,4250,32865,
RETROFITTING OF BATSHOR PWSS,1677000,1433800,159300,0,2106,29381,8202424
RETROFITTING OF BATULMARA W/S/S,5076800,4569100,507700,120,9172,23485,
Retrofitting of Bebejia PWSS,4123600,3525800,391800,643,8124,31000,
RETROFITTING OF BEDETI T.E. KACHARI LINE PIPED WATER SUPPLY SCHEME,665700,599200,66600,309,1067,31328,
RETROFITTING OF BEHALI PIPED WATER SUPPLY SCHEME,1425200,1282700,142500,171,6294,30082,
RETROFITTING OF BEHALI T.E. PIPED WATER SUPPLY SCHEME,1698400,1528500,169800,45,6296,31310,
RETROFITTING OF BEHARA PT-I & II W/S/S,3211000,2890000,321000,521,7173,28185,
RETROFITTING OF BEHARA PT-III W/S/S,6016400,5414700,601600,226,7125,22526,
RETROFITTING OF BEHARA PT-IV W/S/S,7232400,6509100,723200,486,1449,22838,
RETROFITTING OF BEHARA PT-V W/S/S,7573400,6816100,757300,360,5797,28341,8225889
RETROFITTING OF BEHARA PT-VI W/S/S,5402700,4862400,540300,176,1453,22839,
RETROFITTING OF BEHARA W/S/S,849000,764000,85000,123,7167,28187,
Retrofitting of BEJORCHUK PWSS,5493900,4944600,549400,270,4714,29244,8215194
RETROFITTING OF BELKONA PWSS,2405400,2164900,240500,226,4146,31227,
Retrofitting Of Belsiri TE PWSS,1230000,1052000,117000,0,4645,30271,8196774
RETROFITTING OF BELSOR PT-I PWSS,5300000,4531500,503500,0,2108,29418,8196106
RETROFITTING OF BELSOR PT-II PWSS,5100000,4360500,484500,0,2109,29343,
Retrofitting of Bengena ati  PWSS,10603900,9543500,1060400,438,6633,32541,
Retrofitting of Bengenagarah PWSS,1489600,1340600,149000,471,3053,32932,
Retrofitting of Bengenajuli PWSS,1700000,1453500,161500,0,951,28217,8141923
RETROFITTING OF BERAKHAL W/S/S,5438800,4894900,543900,383,1458,22840,8162169
RETROFITTING OF BHAIRAB BARI W/S/S,5258300,4732400,525800,293,7126,22527,
RETROFITTING OF BHAIRABNAGAR W/S/S,4167200,3750500,416700,235,1460,22841,8162197
RETROFITTING OF BHAIRABPUR PT-I W/S/S,4342500,3908200,434200,268,1464,22842,
RETROFITTING OF BHAIRABPUR PT-III W/S/S,5368500,4831600,536800,235,1469,22843,
RETROFITTING OF BHAIRABPUR PT-V W/S/S,6852000,6166500,685200,368,1476,21749,
RETROFITTING OF BHAIRABPUR W/S/S,4750000,4275000,475000,285,1481,21750,8219230
Retrofitting of Bhalukmari PWSS,6416200,5774700,641600,315,6652,31316,8238826
Retrofitting of Bhangamandir PWSS,1922000,1643000,183000,0,1965,30210,8156430
Retrofitting of Bhangamur PWSS,1611200,1450100,161100,808,6103,30561,8216395
RETROFITTING OF BHANGARPAR BAZAR W/S/S,4046100,3641400,404600,316,2892,22844,
RETROFITTING OF BHANGARPAR PT-I W/S/S,7990500,7191400,799000,308,1490,22845,
RETROFITTING OF BHANGARPAR PT-II W/S/S,4929600,4436600,493000,479,1494,22847,
RETROFITTING OF BHANGARPAR PT-V W/S/S,4975200,4477600,497500,170,6095,22528,
RETROFITTING OF BHANGARPAR W/S/S,4902000,4412100,490200,622,1486,21751,
Retrofitting of Bharaguri No. 1 PWSS,1446900,1310400,145600,315,6106,30530,8216403
RETROFITTING OF BHARALIJULI PIPED WATER SUPPLY SCHEME,1663000,1496700,166300,167,4127,30917,
RETROFITTING OF BHATGRAM W/S/S,4940000,4446000,494000,340,1495,26966,
Retrofitting of Bhatiakhali No 2 PWSS,1079000,922500,102500,596,7879,30049,
Retrofitting of Bhebeli PWSS,547200,492500,54700,248,2915,32198,8198675
RETROFITTING OF BHEHBARI PWSS,3059000,2753100,305900,277,4584,31138,8226116
RETROFITTING OF BHERGAON BATIAMARI PWSS,1138100,1024300,113800,50,4054,32495,
RETROFITTING OF BHETAMATI PIPED WATER SUPPLY SCHEME,1841400,1657300,184100,119,733,28866,
Retrofitting of Bhitor Kalioni PWSS,3007600,2871900,319100,127,5719,29395,4657844
Retrofitting of Bhoiraguri PWSS,577000,493000,55000,0,1996,30282,8141785
RETROFITTING OF BHOKELIKANDA PWSS,3246600,3084300,342700,93,2329,32034,
Retrofitting of Bhotaigaon PWSS,2069600,1868300,207600,452,6107,27200,
RETROFITTING OF BHUBAN NAGAR PWSS,824600,742100,82500,168,2473,30713,
RETROFITTING OF BHURAKATA PWSS,2950000,2655000,295000,304,969,30944,8179652
RETROFITTING OF BICHITRAPUR W/S/S,452000,407000,45000,110,7351,28188,8228371
RETROFITTING OF BIHAMPUR PWSS,2350000,2009300,223300,0,2092,30366,
RETROFITTING OF BIHAPUKHURI PIPED WATER SUPPLY SCHEME,2787500,2508800,278800,94,27597,29711,
RETROFITTING OF BIHAPUKHURI PIPED WATER SUPPLY SCHEME,2787500,2508800,278800,94,6340,27597,4648182
RETROFITTING OF BIHDIA  PWSS,2962100,2665900,296200,616,3360,32518,
RETROFITTING OF BIHMARI JARANI PIPED WATER SUPPLY SCHEME,2726000,2453400,272600,45,6295,30093,
Retrofitting of Bihusabor PWSS,3468700,3121900,346900,102,5083,31839,
RETROFITTING OF BIJOYPUR W/S/S,2369300,2132400,236900,185,5823,22529,
RETROFITTING OF BIJULI JARANI PIPED WATER SUPPLY SCHEME,655500,590000,65600,137,725,30626,
RETROFITTING OF BIKRAMPUR W/S/S,3034600,2731100,303500,237,7414,27080,8221621
RETROFITTING OF BILLESWAR PWSS,2190000,1872500,208100,0,2112,30368,
Retrofitting of BIRAH BEBEJIA PWSS,4914400,4422900,491400,461,4720,30027,8215097
RETROFITTING OF BIRCHANAGAR PWSS,1080500,972400,108000,338,7383,32638,
RETROFITTING OF BISSANALLA PWSS,2584000,2325600,258400,116,4610,32463,
RETROFITTING OF BISWAMBARPUR W/S/S,5902000,5311500,590200,378,1506,23445,8219250
RETROFITTING OF BOALIKHALERPAR W/S/S,3838300,3454500,383800,233,2981,22848,
RETROFITTING OF BONGAON PWSS,2945000,2650500,294500,126,5761,32415,
RETROFITTING OF BOR-MISSING WSS,2091200,1882100,209100,0,7745,32773,
RETROFITTING OF BORACHUK PIPED WATER SUPPLY SCHEME,1567500,1410800,156800,91,5925,30602,
RETROFITTING OF BORAGARI PWSS,1393000,1191000,132300,240,1924,29750,8189632
RETROFITTING OF BORAJULI GAON PIPED WATER SUPPLY SCHEME,2483200,2234900,248300,251,1078,28132,8203867
RETROFITTING OF BORAJULI T.E. PIPED WATER SUPPLY SCHEME,4768300,4291500,476800,43,6293,30085,
RETROFITTING OF BORBAM PIPE WATER SUPPLY SCHEME ,282000,253800,28200,121,3049,33010,
RETROFITTING OF BORBARI ADARSHA PWSS,3586300,3066300,520000,242,7755,32468,
Retrofitting of Borbari PWSS,704000,633600,70400,304,2434,31047,8161035
RETROFITTING OF BORBIL KACHARI PIPED WATER SUPPLY SCHEME,995200,895600,99500,217,1077,28274,
RETROFITTING OF BORBOND W/S/S,6810000,6129000,681000,81,1510,22849,
Retrofitting of Bordoibagan PWSS,517000,465300,51700,237,2628,33041,
Retrofitting of Bordol PWSS,6168100,5274600,586100,237,2519,26753,
Retrofitting of Bordoloni PWSS,1234000,1110600,123400,108,3410,33017,
RETROFITTING OF BORGOHAIN WSS,684700,585400,65000,404,7708,32112,
Retrofitting of BORITAPA PWSS,4237000,3622600,402500,0,2083,28134,
RETROFITTING OF BORJAN WATER SUPPLY SCHEME ,370300,333300,37000,90,2659,30793,8176696
RETROFITTING OF BORJARONI MIKIR PIPED WATER SUPPLY SCHEME,3187900,2869100,318800,118,4125,30848,
RETROFITTING OF BORJATRAPUR W/S/S,5902000,5311500,590200,413,5810,27191,
RETROFITTING OF BORKA NO. 1 PWSS,2709500,2438500,270900,220,2365,32469,
RETROFITTING OF BORKHOLA BAZAR W/S/S,6993000,6293800,699300,464,5811,27190,
RETROFITTING OF BORKHOLA PT-II W/S/S,7220000,6498000,722000,467,1524,23350,8153393
RETROFITTING OF BORKHOLA W/S/S,3860500,3474400,386000,300,5814,27068,
Retrofitting of Borkola PWSS,5712900,5165200,573900,216,2520,25649,8171575
RETROFITTING OF BOROHAL W/S/S,6191200,5572000,619100,190,1528,22850,8148623
RETROFITTING OF BOROITOLI PT-II W/S/S,6908000,6217600,690800,265,2987,23356,
RETROFITTING OF BOROITOLI W/S/S,6908000,6217600,690800,199,1530,23444,
RETROFITTING OF BORORAMPUR GARDEN W/S/S,3384200,3045800,338400,210,1888,23482,
RETROFITTING OF BORPATHAR PIPED WATER SUPPLY SCHEME,3024900,2722400,302500,85,3027,30175,
Retrofitting of Borunguri PWSS,3996900,3770000,418900,516,8130,31707,
Retrofitting of Brahampur Grant PWSS,5209900,4688900,521000,85,6100,27655,8202355
RETROFITTING OF BRAHMAJAN TE PIPED WATER SUPPLY SCHEME,4031000,3627900,403100,62,5919,29838,
RETROFITTING OF BURIBAIL PT-I W/S/S,4650300,4185300,465000,455,6305,22530,8223428
RETROFITTING OF BURIBAIL PT-III W/S/S,2861200,2575100,286100,333,1543,23475,
RETROFITTING OF BURIBAIL W/S/S,3522000,3169900,352200,498,1549,23358,
RETROFITTING OF BURUNGA PT-III W/S/S,4940000,4446000,494000,273,1560,23360,8219254
RETROFITTING OF BURUNGA W/S/S,3800000,3420000,380000,335,7127,28191,
RETROFITTING OF CHAKIMUKH WSS,3135000,2821500,313500,190,7753,31261,8223625
RETROFITTING OF CHALIGRAM W/S/S,9325200,8392700,932500,387,1568,22851,8219258
RETROFITTING OF CHAMATA PWSS,4079000,3487500,387500,0,2101,29334,
RETROFITTING OF CHAMUAPARA PWSS,2156500,1940900,215700,56,2491,32711,
RETROFITTING OF CHANDINAGAR PT I&V,645000,580000,64000,195,7415,28193,
RETROFITTING OF CHANDINAGAR PT-III W/S/S,3581700,3223600,358200,262,7274,22532,
RETROFITTING OF CHANDINAGAR PT-IV W/S/S,3753000,3377500,375300,267,7275,29235,
RETROFITTING OF CHANDINAGAR PT-VI W/S/S,3752700,3377500,375300,212,7192,22533,
RETROFITTING OF CHANDKUCHI PWSS,5100000,4360500,484500,0,2084,29611,
"RETROFITTING OF CHANDPUR PT-I,II & III W/S/S",3800000,3420000,380000,424,9184,23566,
RETROFITTING OF CHANDPUR PT-III W/S/S,5787400,5208700,578700,329,6306,22534,
RETROFITTING OF CHANDPUR PT-IV & V W/S/S,3904500,3514100,390500,40,1893,22832,
RETROFITTING OF CHANDPUR W/S/S,4750000,4275000,475000,398,6102,28197,
RETROFITTING OF CHANDRANATHPUR W/S/S,855000,769500,85500,200,7129,29234,8223528
Retrofitting of CHAPANALA PWSS,4925200,4432700,492500,248,4725,30386,
Retrofitting of Chaparmukh PWSS,3320300,2988200,332000,237,6117,19633,8215041
RETROFITTING OF CHARIA PWSS,5100000,4360500,484500,0,2768,29758,4654571
Retrofitting of Chatian PWSS,6327000,5693400,632600,773,6626,29354,5605637
RETROFITTING OF CHELENG PATHER WSS,3073600,2766600,307000,199,7688,32412,
RETROFITTING OF CHENGAI GAON PIPED WATER SUPPLY SCHEME,754800,679300,75500,122,1038,30930,
Retrofitting of Chengchaki PWSS,7556200,6865700,762900,344,6629,19623,
RETROFITTING OF CHENGDHARA BOGDOI WSS,3551400,3196300,355100,350,7736,32370,
RETROFITTING OF CHENGELIJAN PIPED WATER SUPPLY SCHEME,2003400,1803000,200300,105,5108,31812,
RETROFITTING OF CHENGMORA PIPED WATER SUPPLY SCHEME,990900,891800,99100,106,892,30932,
RETROFITTING OF CHENGUARPAR W/S/S,791000,712200,79100,228,2754,23361,8169304
Retrofitting of Chenimari PWSS,2651000,2266600,251800,0,948,28125,8141109
Retrofitting of Chenimari PWSS,502000,451800,50200,163,2437,30457,8161039
RETROFITTING OF CHERAGI BAZAR W/S/S,172000,154500,17200,338,1573,23363,
RETROFITTING OF CHIBITABICHIA PT-I  W/S/S,6553500,5898100,655300,201,1581,22852,
RETROFITTING OF CHIBITABICHIA PT-II,8311600,7480400,831200,343,7420,22535,
RETROFITTING OF CHIBITABICHIA PT-III & IV W/S/S,7315000,6583500,731500,229,1584,22853,
RETROFITTING OF CHIBITABICHIA PT-IX W/S/S,7009100,6308200,700900,351,1588,22854,8169326
RETROFITTING OF CHIBITABICHIA PT-V & VI W/S/S,6810000,6129000,681000,235,1591,22855,
RETROFITTING OF CHIDALKUCHI LACHIMA PWSS,1814000,1551000,172300,0,2129,29338,8196736
RETROFITTING OF CHILOTHIA GOPCHAR PIPED WATER SUPPLY SCHEME,393100,353800,39300,37,834,31811,
Retrofitting of Chinai PWSS,2531000,2398000,266400,248,2627,30965,6201922
RETROFITTING OF CHIRUKANDI W/S/S,3358500,3022700,335900,150,5702,22536,
RETROFITTING OF CHITHILAGRAM PWSS,1310100,1179000,131000,450,2474,29850,
Retrofitting of Choiguri PWSS,402900,381600,42400,363,4404,30954,8198651
Retrofitting of Choto Kondali PWSS,3617800,3260600,362300,88,6118,23962,8202336
RETROFITTING OF CHOTTO BHADEYAGURI PWSS,587100,528400,58700,291,2548,29945,8192475
RETROFITTING OF CHOTTO-ADABARI PWSS,1545700,1391100,154600,209,2452,32633,
RETROFITTING OF CHOURAKARA PWSS,5310500,4779500,531100,443,4384,31756,8225822
RETROFITTING OF CHRISTIAN LANE  W/S/S,915000,823100,91500,100,1597,23365,
RETROFITTING OF CHULADHARA KENDUGURI WSS,693100,620200,72900,223,7743,32105,
RETROFITTING OF CRAIGPARK W/S/S,3411000,3069700,341100,365,7185,29258,
RETROFITTING OF DAFALAGARH PIPED WATER SUPPLY SCHEME,645900,581300,64600,159,875,31813,
RETROFITTING OF DAGAON PIPED WATER SUPPLY SCHEME,1938500,1744700,193900,138,3036,30743,8218616
RETROFITTING OF DAHUDI PWSS,5100000,4360500,484500,0,2786,29377,
Retrofitting of Dakhin Ameri PWSS,4064900,6149200,683200,487,6651,19600,8238801
Retrofitting of Dakhinpat Satra PWSS,7497600,6770100,752200,361,2521,29285,8171556
RETROFITTING OF DALANG PWSS,2166000,1949400,216600,228,1708,30739,8175284
RETROFITTING OF DALOABARI BAGICHA PWSS,606400,545700,60600,227,2615,26112,8193297
RETROFITTING OF DALU GRANT W/S/S,4650300,4185300,465000,250,2732,22857,
RETROFITTING OF DALUGHAT W/S/S,5448300,4903400,544800,225,1607,22858,
RETROFITTING OF DALUGRAM W/S/S,6930300,6237200,693000,170,1895,22856,
RETROFITTING OF DAMCHRRA  PUNJEE GR. W/S/S,235000,212000,24000,70,7183,28198,
Retrofitting of Darangial PWSS,4804200,4323700,480400,98,6560,30684,4659899
Retrofitting of Darangialgaon PWSS,4075500,5077800,564200,312,6561,19628,4659796
Retrofitting of Darangigaon PWSS,1210100,1087900,120900,222,5418,24324,
RETROFITTING OF DASPARA W/S/S,4564800,4108300,456500,256,2876,23513,
RETROFITTING OF DEBORGAON PWSS,561800,505600,56200,56,2431,32458,
RETROFITTING OF DEHAR BOLOWA GOALPARA PWSS,2748000,2349500,261100,0,2099,30372,
RETROFITTING OF DEKAPATHAR PIPED WATER SUPPLY SCHEME,2608700,2347800,260900,104,4166,30234,
RETROFITTING OF DEKARKUCHI KACHARUA PWSS,6162700,5546400,616300,227,4407,31263,8226024
Retrofitting of Deobali PWSS,3714200,3175600,352800,232,8132,22421,8232228
Retrofitting of Deodhargaon PWSS,8435400,7609500,845500,350,6212,32046,
RETROFITTING OF DEODUAR PWSS,2441500,2197400,244200,134,2367,31987,
RETROFITTING OF DEONABARI PIPED WATER SUPPLY SCHEME,2053900,1848500,205400,125,1016,28133,
RETROFITTING OF DEOPANI WATER SUPPLY SCHEME ,3832200,3449000,383200,38,2687,29463,8175898
Retrofitting of Deori Pather PWSS,5456200,4910600,545600,67,5416,32656,
Retrofitting of DEORIGAON PWSS,3413100,3072100,341300,252,4730,28881,8216465
RETROFITTING OF DEURICHUK PIPED WATER SUPPLY SCHEME,851700,766600,85200,89,868,31312,
RETROFITTING OF DEWARGAON PWSS,1983600,1785200,198400,71,8619,32068,4975056
RETROFITTING OF DHANDI PWSS PIPED WATER SUPPLY SCHEME,855700,770100,85600,162,843,30092,
Retrofitting of Dhankhanabari PWSS,1126000,963000,107000,0,4905,29315,8196903
Retrofitting Of Dhanmora No.2 PWSS,750000,640000,71000,0,4589,30220,8215285
Retrofitting of Dharmukh PWSS,1121700,1009600,112200,510,6577,25650,
RETROFITTING OF DHAULIGURI PWSS,572900,515600,57300,196,2610,31936,
Retrofitting of Dhekerigaon PWSS,1810000,1547600,172000,0,4591,28141,8215655
Retrofitting of Dhekipelowa PWSS,850000,727000,81000,0,950,30199,8215197
RETROFITTING OF DHELIPUKHURI WSS,3831000,3318300,368700,220,7701,31641,8226932
RETROFITTING OF DHEPDHEPI PWSS,617500,555800,61800,145,2479,31307,
RETROFITTING OF DHOLMARA PWSS,408400,367500,40800,225,2596,30024,
RETROFITTING OF DHUHI NO.2 PWSS,2204000,1983600,220400,182,5656,32129,
RETROFITTING OF DHULARA HULIARA PWSS,3821900,3439700,382200,256,3516,31947,
RETROFITTING OF DHULI KUHIARBARI PIPED WATER SUPPLY SCHEME,1840700,1656600,184100,119,3035,31327,
RETROFITTING OF DHULI T.E. PIPED WATER SUPPLY SCHEME,2979900,2681900,298000,106,3029,28330,
RETROFITTING OF DHUMKAR BOROITOLI W/S/S,7125000,6413000,713000,526,7421,28199,
RETROFITTING OF DIARA PWSS,3341000,3007000,334000,375,1000,29707,8179645
Retrofitting Of Dibru Darang PWSS,680000,581000,65000,0,4656,30292,8187157
RETROFITTING OF DIFALUSATRA PIPE WATER SUPPLY SCHEME,2657300,2391600,265700,157,861,29973,
RETROFITTING OF DIGABOR BAGAN W/S/S,4068900,3662100,406900,312,2814,22859,
RETROFITTING OF DIGABOR GRANT W/S/S,4222800,3800600,422300,152,9174,23490,8235449
Retrofitting of DIGHALIATI PWSS,337300,303500,33700,366,4735,31279,8216493
RETROFITTING OF DIGORKHAL W/S/S,570000,513000,57000,490,7422,22398,
RETROFITTING OF DILAPAKHARA PIPED WATER SUPPLY SCHEME,797400,717700,79700,103,893,30091,
RETROFITTING OF DIMAPUR PIPED WATER SUPPLY SCHEME,1704800,1534300,170500,82,891,31192,
Retrofitting of DIMORUGURI PWSS,12727400,11454700,1272700,94,4737,26153,8201508
RETROFITTING OF DINANATHPUR GRANT W/S/S,5064000,4557600,506400,481,1782,23367,
RETROFITTING OF DINKAR PWSS,7184900,6466400,718500,361,5770,31476,
RETROFITTING OF DIPORA PUKHURI PIPED WATER SUPPLY SCHEME,308400,277600,30800,139,963,30822,
RETROFITTING OF DIRRING MADHUPUR PIPED WATER SUPPLY SCHEME,616300,554700,61600,127,3022,30106,
RETROFITTING OF DIRRING T.E. PIPED WATER SUPPLY SCHEME,4309500,3878500,430900,94,3028,28163,8218503
RETROFITTING OF DISIRIPATHAR PIPED WATER SUPPLY SCHEME,614200,552700,61400,205,4161,27591,
RETROFITTING OF DOLDOLI WATER SUPPLY SCHEME ,836900,806400,89600,104,2664,29394,8207779
Retrofitting of Doomdoma PASS ,2774000,2372000,264000,170,4663,29313,8215769
RETROFITTING OF DOULASAL PWSS,5465000,4672600,519200,0,2097,29344,8203022
RETROFITTING OF DUBAG W/S/S,5239300,4715300,523900,262,1563,23348,
RETROFITTING OF DUBIA PATHAR PIPE WATER SUPPLY SCHEME,985600,887100,98600,216,1013,30756,
RETROFITTING OF DUDPUR PT-I W/S/S,4827000,4344300,482700,461,7137,22546,
RETROFITTING OF DUDPUR PT-II W/S/S,760000,684000,76000,85,9160,23499,8235992
RETROFITTING OF DURGAKONA W/S/S,670000,603000,67000,109,7423,28201,8235209
RETROFITTING OF DURGANAGAR (SILCHAR) W/S/S,6415400,5773800,641500,360,7424,22547,
RETROFITTING OF DURGANAGAR W/S/S,4254100,3828700,425400,512,8562,22828,8225769
RETROFITTING OF DURGAPUR W/S/S,4502100,4051800,450200,350,6291,22548,8228350
RETROFITTING OF DURGAPUR(HAIRBOND) W/S/S,4464100,4017700,446400,100,9168,23508,8236234
RETROFITTING OF DUWARAH GAON PWSS,154500,132100,22400,250,7941,32402,
RETROFITTING OF DWIGUNPAR NO.1 PWSS,827300,744600,82700,191,6178,23149,
RETROFITTING OF DWIGUNPAR PWSS,6228800,5605900,622900,270,1939,32180,
RETROFITTING OF FAKIRAGRAM PURANI BAZAR PWSS,1018400,916600,101800,413,2536,30045,
RETROFITTING OF FAKIRAGRAM PWSS,2165000,1851100,205700,255,2480,28472,
RETROFITTING OF FATIKA BASTI PIPED WATER SUPPLY SCHEME,1293800,1164400,129400,152,3044,27689,
RETROFITTING OF FEKAMARI PWSS,2554500,2299100,255400,466,982,30828,8168930
Retrofitting of Fulaniati PWSS,7074600,6367200,707500,317,6562,30043,4660662
RETROFITTING OF FULBARI LINE PIPED WATER SUPPLY SCHEME,1139300,1025300,113900,135,854,28062,8184282
Retrofitting of Gadangar Chuk PWSS,1200000,0,0,171,2928,32955,
RETROFITTING OF GAGRAPAR W/S/S,1043000,939000,104300,0,1601,23369,8148631
RETROFITTING OF GAJARIKHAL W/S/S,3704100,3333600,370400,227,2821,23510,
RETROFITTING OF GAMARIMURI PWSS,1061000,907200,100800,0,5900,29619,
Retrofitting of Gandhia PWSS,1852000,1666200,185200,356,2442,31056,8161065
RETROFITTING OF GANDHIYA PWSS,1075000,919100,102100,0,2086,29618,
RETROFITTING OF GANESHGHAT MWSS,1370900,1233800,137100,12,7561,32519,
RETROFITTING OF GANGAPUR W/S/S,764800,688300,76500,284,7349,22399,
RETROFITTING OF GANIRGRAM  W/S/S,3293000,2963000,329000,372,7140,28202,
RETROFITTING OF GANIRGRAM PT-IV W/S/S,4218000,3796200,421800,322,7139,22551,
RETROFITTING OF GAREHAGI PIPED WATER SUPPLY SCHEME,665700,599200,66600,264,3039,31103,
Retrofitting of Garmari PWSS,5681200,5113100,568100,169,5368,24668,8238957
Retrofitting Of Garmora Sesabil PWSS,1460000,1248000,139000,0,4599,30287,8196756
Retrofitting of GARUKHUNDA CHIRAPATHAR PWSS,403500,363200,40400,300,4738,32103,
Retrofitting of Garumara No.1 PWSS,4264900,3855400,428400,261,2522,19629,
Retrofitting of Garumara No.2 PWSS,5458600,4924500,547200,305,2523,31536,8212222
Retrofitting of Gatanga PWSS,3863500,5941400,660200,606,6571,19625,4648627
Retrofitting of GEDARBORI PWSS,4422700,3939600,437700,288,4741,29373,8205674
Retrofitting of Gejengaguri PWSS,342000,292400,32500,0,4696,28142,8196879
RETROFITTING OF GELEKEY ZONE-I WSS,3643300,3278900,364300,239,8161,32667,
Retrofitting of Gendhua pathar PWSS,9818400,8836500,981800,507,6718,31329,
Retrofitting of GERJAIPAM I PWSS,3435800,3092300,343600,470,4746,32065,
Retrofitting of GERJAIPAM II PWSS,14492100,13042800,1449200,1393,4749,32064,
RETROFITTING OF GERUABARI PIPE WATER SUPPLY SCHEME,4169900,3752900,417000,78,3018,27690,
Retrofitting of Ghagra Kachari PWSS,700000,598500,66500,0,949,30192,8138164
RETROFITTING OF GHAGRABASTI PIPED WATER SUPPLY SCHEME,560000,504000,56000,129,976,31364,
Retrofitting of GHAHI GAON PWSS,653000,500000,0,209,3265,31951,8198638
Retrofitting of GhahiPWSS,1496500,1352800,150300,722,6282,31620,
Retrofitting of GHILAZARI PWSS,3257000,2784700,309400,0,2120,28140,
RETROFITTING OF GHOGA PWSS,6941000,5934600,659400,212,2118,29435,8201589
RETROFITTING OF GOBINDAKUPA W/S/S,4479300,4031300,447900,192,7425,22553,
Retrofitting of Gobindapur Miri PWSS,1441000,1296900,144100,118,2630,32151,
Retrofitting of Gobindapur PWSS,1641500,1477400,164200,503,4420,33076,8198662
